Product_Reviews,Polarity,Type,State,Language
Makapal po yung tempered glass and super nagustuhan ko po talaga . Thankyou po 😍,,,,
👍👍👍,,,,
Solid naka karton para di ma baliko,,,,
"maayos at walang damage pagkadeliver, maganda yung item ceramic talaga😎",,,,
"Maganda sya, matte for gamers tologo. Omg salamat seller👌",,,,
"Nice ganda , thank you seller",,,,
11H  nakapost pero marecieve mo 9H 🥺,,,,
Love it !! More order to come😊,,,,
Thank you seller and kuyang nagdeliver salamat po sa magandang item,,,,
sana naman kahit pangit j quality ng item eh itinama nmn ung size pati camera cut out... not recommended,,,,
ganda item ganda talaga legit,,,,
Goods na goods Yung item,,,,
thankyouuu,,,,
well package and fit sa device namin ng misis ko. must recommend. have a fast transaction with very accomodating seller. 👌,,,,
Maganda,,,,
Complete again..the items is very nice and affordable..nagustuhan ng mga customer..5 star po kau sa akin..Ang bilis pa dumating kahit malayo Ang location ko...I order again 👍👍👍,,,,
Sana po nka double Buble wrap,,,,
Thank you seller,,,,
Sakto sya sa Realme 6i mabilis lang din ang pagdeliver.,,,,
Same review on realme 7 pro. Before installing the item has some lumps and rough area causes bubbling,,,,
Ang dameng bubbles nahirapan ako ilagay pero ok naden po thankyou seller,,,,
maganda po sana... kaso may mga dumi sa loob need pa talaga linisin ng tape para matanggal yung mga bubbles... pero mayroon parin bubbles ok lng kasi super liit nlng di na masyadong halata... all in all ok nmn...,,,,
ganda ng quality. i really like it,,,,
Bulok kadumi ng loob. Gamit na yata itong binigay nyo,,,,
Bilis dumating. well package pate. At tama po yung binigay. Thankyou seller,,,,
Order received!!! Maganda nmn ..nagsend ng picture si seller before ipadala...nakakasad lng damage yng clear case...anyway thanks you seller,,,,
Basta magandaaaa,,,,
Ang laki nung bend sa corner nung item kaya di dumikit ung part na un,,,,
Maganda siya nakabalot pa sa Karton at mura pa,,,,
ang gara ng tabas sa bandang cam,,,,
Maganda maganda,,,,
Ambilis magasgas d maganda,,,,
"Maganda po yung product, secured at mabilis dumating.... Salamat po❤️❤️❤️",,,,
Good quality,,,,
Mamaw,,,,
Complete siya dumating maayos pagkabalot thank you seller,,,,
Good quality.,,,,
"TY SELLER ..GANDA ITEM
TY DN RIDER",,,,
"Pagdating kabit agad, solid nito. Mura din at mabilis mag ship ng order si seller ganda rin ng pagkakabalot. Maraming salamat po sa smooth transaction. Will order again soon muah :* ",,,,
Second order kuna to hehehe. Ganda talaga ng item 🤗💕💙,,,,
"Mura na maganda pa, at napaka accomodating ni seller, thank you ...

Last photo was may last tempered glass 😅

Thanks seller and sa courier 💕",,,,
Nice ang ganda bait pa ng seller ❤️,,,,
2nd time order. 5star pa din walang damaged na dumating ung item at mabilis din dumating nagrreply agad si seller kung may mga tanong ka. No picture to show kinabit ko na kase agad.,,,,
"2 days andito na agad, ganda rin quality kesa sa dati kong nabilhang store. Thank you seller!",,,,
"Well packed, in good condition and arrived early",,,,
Got it! 😇,,,,
Maganda po yung item.,,,,
"Nakakagulat lang sa una, akala ko puro karton HAHAHAHHA okay siya good Quality maganda😁",,,,
Item was packed safely and received in good condition. 5 star worthy.,,,,
Okay sya huh,,,,
"Ginamit na namin mag asawa, okay na okay siya super ganda mag laro ng cod pero pass muna module muna sa ngyon HAHAHAHAHA A",,,,
👍👍👍👍👍👍,,,,
Kudos kay seller very responsive!,,,,
This order is shit it says realme 6i but the tempered is way different like the fucking cam hole is on the side what choice do i have i used it even tho it looks hideous cus i dont have a tempered not going to order again. Oh btw thanks,,,,
Goods,,,,
Napakamura pero napakagandaaaaaa 😍😍😍😍 Mag oorder po ako ulit 😍🥰,,,,
Love it thank u ❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️😊😊😊😊😊😊❤️,,,,
"Complete ordersss salamaaaat seller, will order again next time pag naluma na. Maayos din packaging at mabili maship. Thankyouuuu so much",,,,
okey naman siya,,,,
"This isn't my 1st time to order tempered glass in this shop and just like the 1st time, kahit may onting prob. I'm happy for what I've received. As you can see sobrang laki nung butas for camera but, it doesn't matter as long as di nahaharangan. ung sides din is parang di naka dikit, but ok nmn sya.",,,,
"Excellent quality...
Items shipped and delivered faster than expected date of delivery....
Thank you Seller....
Salamat SHOPEE....",,,,
Napaka legit po,,,,
May gasgas sa gitna pero ok lang goods naman .,,,,
"Okay sya ayos naman to, pero defective yung mga tempered glass na hindi ceramic.",,,,
Maganda sya mauulit thankyouuu seller,,,,
"I don't have photo na naka dikit na sa phone yung tempered glass, bit disappointed kase walang cleaner na kasama sa loob yan lang ang laman, and i don't believe na anti scratch sya kase pag ka kabit ko i use card para di mag ka air bubbles pero yun nag ka scratch agad sya. Anyways still giving it 5⭐",,,,
Iba yung laman ng realme 6. Yung iba naman may gasgas.,,,,
"Well packed, item was shipped immediately, will definitely order, accommodating seller, good job 👍🏻 👏🏻👌🏻☺️🙂😊🥰👏🏻👌🏻👍🏻☺️🙂😊",,,,
Super legit..bikis pa ng deliver🥰🥰🥰 ganda ng tempered nato di nababasag,,,,
Ganda ❤️💯 swak sa phone tas ingat tlga ang package,,,,
🤗🤗🤗,,,,
Gara amp nakacarton kaya pagdating saken sira na tapos ayaw pa nila magrefund!,,,,
solid,,,,
So fast charger,,,,
Nice  item........Very well package at maganda ang quality.......May isang item nga lang na mali nung dumating. instead na for 6plus yung isa....... 3 na 8plus yung dumating...,,,,
Super super nice night product,,,,
"Wrong item, realme 6i order ko, dalawa pa naman, hindi naman punch hole ang realme 6i",,,,
good quality,,,,
👍👍👍👍👍👍👍👍👍,,,,
Thanks ganda ng pagka package kahit malaglag sa 3rd floor hnd massira :D,,,,
Recieve na po. Maraming salamat po.,,,,
Fast shipping and fast delivery.thank you seller amd shopee.,,,,
mali yung binigay na items,,,,
Super Loveit 🥰,,,,
"So ayun ganda ng product 
Dumating sya ng maaga sakto may event akong pupuntahan at aabutin ako ng gabi 
Buti na lang dumating agad kaya nagamit namin ng mga friends nung gabi
Ganda ng mga quality",,,,
👍🏻👍🏻👍🏻👍🏻👍🏻🥰,,,,
SOLID NA SOLID TO PROMISE. YUNG TEMPERED LANG HAHAHA NAG BUBUBLES AKIN HAHAHAHA DIKO NAAYUS PAG LAGAY . PERO SOLID TO ORDER AKO ULIT NITO😊❤️,,,,
Good lahat. Order uli. Ako❤️,,,,
Kdkek,,,,
salamat po.. maayos package pra hnd masira..,,,,
Super ganda po ☺️,,,,
Highly recomended,,,,
Orders received in good condition. ☺️,,,,
Nice quality po talaga mga products nila and affordable po... pasok sa budget pero hndi tinipid sa quality 😍😍😍.. Lahat po gumagana at walang deperensya... At higit sa lahat responsive po si seller... Highly recommend ❤️❤️,,,,
Ang ganda nya 🥳🥳,,,,
All orders complete and accurate! Items were also packed well! Thanks and good job seller!,,,,
Super ganda po. Thank u so much po.😊😊😊😊,,,,
❤️❤️❤️❤️,,,,
Okkk,,,,
"THANK YOU seller 😊
Ganda Po Ng Item 👍
Ngayon Lang Nakapag Rate 😊",,,,
Thanks po nakuha ko na order 😍😍,,,,
Okay sana kaso merong nakasulat,,,,
Doble ang balot para safe na safe ang item ko thanks seller 👍👍👍,,,,
Very smooth in hands when touching and legit but didn't get the right cut and design screen of realme 6i,,,,
Ok..naman po sana kaso may sulat lang at hindi ko matanggal kasi pentel pen yung ginamit sayang lang kasi dalawa pa binili ko😔,,,,
"Gandaa sya sa realme6 ko, diko mapic isa lang cp ko! Sulit di ito scam hahaha!",,,,
Easy to install and was delivered earlier than expected. Thanks,,,,
"ang ganda po, madali lang iapply. First time ko bumili ng ganitong tempered na ceramic matte. okay naman po, will order again po thank you! ",,,,
"ang ganda, kaso may bubbles sa gilid pero okay pa deeeennn dalawa naman binili ko hihi! satisfied customer heree💜",,,,
The best🥰,,,,
💕,,,,
thankyou po! well packaged naman po siya and ang bilis dumating 3 days lang i will order again! Salamaaaaaaaaaaaaaat po,,,,
nice.,,,,
ang ganda ng ceramic matte 🥰😍 sa murang halaga naka ceramic ka na. thank you seller bilis mapaship at secured ang item. tapos.nag uupdate din about sa order,,,,
Maganda po yung product at mura lang maganda rin po yung pagkakapackage ng product,,,,
"It is my 1st time to try ceramic matte protector and i don't know kung ganito pero lumabo tingnan yung screen ko and iba sya sa mga nabibili sa mall na mas malinaw.

Fast shipping naman.",,,,
Napaka ganda 😍😍 kahit basa ang kamay ko napipindot na sya 🤗,,,,
Goods naman ang tempered glass na inorder ko ang daling ikabit ng tempered glass tska maayos packaging👍🏻👌🏻siguro improve lng s packaging kasi karton na nakatupi lang ang ginamit for protection during transit ng item. But anyways sulit at legit naman to👍🏻,,,,
mali ang dinating hays pang realme 6 pro to e,,,,
Angas neto sir salamat po ng marami dahil magada sya gamit ko sya now sorry ngayon lang nakapag rate,,,,
It's my first time to ordered Tempered glass 'cuz I'm a bit scared but Thank you Seller ❤️,,,,
ok naman pero parang nakakalabo ng mata. pag ganto screen,,,,
I can't place it properly,,,,
Ang bait ni seller nag send p sya pic. Ok ung product maayos na maayos. TY seller😊😊,,,,
maganda po yung items..kulang lang po talaga ng isa..pero nag advise naman si seller na hindi mapapadala ung isang item..thank you seller for quick response sa mga queries ko..bili ulit ako sa susunod..,,,,
Ayos,,,,
Ganda po super sulit na sulit 💘🥰 highly recommend this shop seller send pic before ship out.💘😊🌅 Goodbless,,,,
I wasn't able to take picture pero sobrang ingat ng pagkabalot. Nakakatuwa kasi inaalagaan nila yung binili ko para di mabasag while on transit. Complete with bubble wrap and box to harden it. The products are also good!,,,,
"SO FAR so GOOD. Nice nice nice. 

SO FAR so GOOD. Nice nice nice. 

SO FAR so GOOD. Nice nice nice. 

SULIT NA SULIT! Ang mura pa! 😍😍😍",,,,
"Okay naman sya, medyo kinulang sa dikit ang ibang part ng tempered. Tsaka nabigla ako pakakita ko kasi yung natural na karton lang talaga ang balot nya hahaha. But still it's okay atleast safe naman nakaabot yung tempered tsaka mura din naman yung price kaya thumbs up ako mars 👍Thank youu seller ",,,,
Iba yung siE af ang laki ng butas sa camera,,,,
"This is the 2nd time na um-order ako sa shop nato☺️ sa murang halaga satisfied ako🤗 sana magustuhan ng mga kaibigan ko, nagpabili sila kasi sa'kin😂",,,,
4 star kasi di naka styro ung nilagyan... peru nice nmn yung items..sana nxtime naka styro para safe ung package...peru salamat padin reseller at salamat sa shoppee,,,,
BONGGA YALAGA AYOS TO HIHIHI THNKYOUUU SUPER NICE NIYA NAGUSTUHAN NG KAPATID KO HEHEHEHEH THANKYOUU SELLER 5 STARR TALAGAAA!!!,,,,
May basag yung items..ok na sana,,,,
"2nd time to order! ☺️ So happy with my purchases. Reliable talaga si seller👌mabilis mag ship, tama pa ang mga item. Thank you so much! ❤️",,,,
Maganda complete  item may  scratxh yung realme 5i😥 pero ok lng di nmn reklamo buyer ko,,,,
Bdbdhhdjdjdhdhjd,,,,
Akala ko glass Hindi Pala😂😂😂,,,,
salamat shopee,,,,
Oaksskkssnnndjjdjd,,,,
super nice!!🤩,,,,
"🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰 Ganda 🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰Gotchaaa ☺️🥰🥰🥰  satisfied ☺️☺️
Gotchaaa ☺️🥰🥰🥰  satisfied ☺️☺️
Gotchaaa ☺️🥰🥰🥰  satisfied ☺️☺️
Gotchaaa ☺️🥰🥰🥰  satisfied ☺️☺️ Gotchaaa ☺️🥰🥰🥰  satisfied ☺️☺️Gotchaaa ☺️🥰🥰🥰  satisfied ☺️☺️Gotchaaa ☺️🥰🥰🥰  satisfied ☺️☺️",,,,
Hnd na gumana ung finger sensor sa screen dhil sa temp glass. Tapos anlabo po may mga lines . Peri good packaging and ilang days lang delivery. Need ko parin bumili bagong tempred kc hnd magamit finger screen lock,,,,
shet akala ko glass talaga di pala very disappointed,,,,
Salamat po maganda yung items at safe pa yung pagkabalot ,,,,
Thanksss po,,,,
Ok po yung item ko salamat po kaso masiyadong mahaba lumalagpas sa screen ko ,,,,
I like it Ang ganda nya thank you 🥰,,,,
Ang ganda.slamat🥰,,,,
"Nice maganda sya 
❤️💯",,,,
Maganda syaaaa! Nalagay ko na sya sa phone ko ewan ko kung straight pagka lagay ko HAHAHAHA pero sobrang ganda🤩 ,,,,
Ang tagal ng Shipp nya yung isa mabilis itong huli matagal pero salamat narin ok naman po yung item,,,,
Sobrang laki. Kapag nilagay na yung cellphone case umaangat yung tempered.,,,,
sobrang bilis po dumating at ang bait po seller😊,,,,
thank you ang smooth nya e touch...at ang bilis din dumting...,,,,
Sulit👍👍👍😘👏👏👏👏👏order ulit ako d2 legit na maganda Ang mga items,,,,
Awesome the quality is noce,,,,
GANDA,,,,
Okay yung quality pero yung sa F11 may scratches pero ang ganda sulit na sulit po and very accommodating yung seller ❤️❤️,,,,
Salamat lazada,,,,
Matibay nga siya gaya ng description,,,,
"Sobrang bilis maship, 2 days lang nandito na, napaka muras at napakas ganda sulit sulit ang binayaran next time i will order again🥰",,,,
Beri good,,,,
Ganda walang damage at mabilis deliver thank you seller and thank you sa nag deliver ❤️,,,,
Disappointed sa color ng casing..I ordered Dark green ang dumating Blue and Black?though ok nman un product.,,,,
wow thankyou so much super worth it and ang mura lng nya compared sa mga malls! ❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️ang bilis pa ng delivery and secured tlaga ung item 😊,,,,
"in fairness ang bilis ng respond ni seller, ang bilis maship out and nag sesend ng pics before i-pack...👏👏👏👏",,,,
Salamat seller,,,,
"Na received ko na po yung order , ok naman siya at safe naman pagka package , thank you seller",,,,
super ganda and smooth thanks shoppe,,,,
"I'll give 5 stars kase kakarating lang ung inorder ko and thankfully nasa maayos naman item, walang sira and everything. ❤️",,,,
Oks naman sya kaso bilis matagal,,,,
Maganda po sya tsaka ang smooth nya pag naglalaro na. Di na nadikit yung thumb ko lol. Super dali nya lang dumating kahit province location ko. Thank you seller and God bless! ,,,,
bilis dumating,,,,
Thank you seller at dumating ng safe at secured ang items sa uulitin po ulit... Nag sesend din ng pic bago ipadala sana ganito lagi ,,,,
Tthhhhaaaaannnnnnkkkkkkk youuuuuuuuuuuuu s9ooooooooooo muuuuuuccccccccccchhhhhhhhh😊😊😊💖💖💖😍😍😍😍😍😍😍😍😍💖💖💖💖😘😘😘😘😘😘😘😘😘😘,,,,
"Ang Ganda ng Packaging Magaganda dn ung items 😍❤️💯........................ ..........,........................",,,,
thank you 👍👍🤙🤙,,,,
Napaka gnda ng pagkkabalot ni seller 💞 Sana all ganito mag pakacge ❤️ Mapapa order pa ako neto Ulit,,,,
⭐⭐⭐⭐♥️,,,,
Quality 😊😊😊,,,,
May gas2 Yung dalawa sorry.....,,,,
Nice quality❤️😊👍,,,,
Fit sya sa cp Ng kapatid ko 👍👍👍👍👍👍,,,,
Salamat seller ang ganda po madulas sa daliri...,,,,
WAG NA LANG KAYONG MAG order sa shop na ito dahil sira NAMAN ang pinapadalang item not recommended..,,,,
Nice👍,,,,
Ok Sya walang kulang and damage And Mabilis mag Responce si seller sa chat At nag sesend ng Picture bago I ship Thankyou seller Will order again 😊,,,,
Magaaaaaaaaaaaaaaaaaandaaaa syaaaaaa thankyouuuuuuuuuuuu sellerrrrrrrr!!!!!!! BUYYYY NA KAYOOOOOOO DITOOO!!!,,,,
"Very responsive ang seller at safe ang pagkakapackage, mabilis rin ang shipping.. Sulit yung ibabayad mo 💯",,,,
Ganda niya po,,,,
"May bend yung side part ng tempered, nadaganan or na tupi yung side",,,,
Good quality nagustuhan ng customer ko at very affordable pa ang price..5 star po ang rate ko sa store nYo..order po ako ulit.,,,,
Magnda tlga ung gnitong protector madulas cya di nag papawis kamay mo mas madaling linisin 🧡 worth it sa price nya thank you ,,,,
Always complete at nagustuhan ng customer ko ang items.5 star po kau ulit sa akin..order po ako ulit,,,,
Package is super duper secured! Seller sent photos before shipping 😁,,,,
maganda siya nagsesend sila ng picture bago iship yung product yun nga lang mayroong kunting problem kasi may sulat yung isang tempered at ayaw matanggal,,,,
"Maganda po yung tempered walang damage .. diko pa nakakabit , pwro walang damage   well order ako ulit at tiwala na ako sa shopee",,,,
Mabait si seller nag pic muna bago iship!!! Thankyouuuu,,,,
"Maganda lahat. Nagsend first nang picture ang seller bago i ship. 
Adcg gjjdachkknkfdfjc rhhcdhftff hgbmkvcfsaaasxcvnjhvbjlm vcxdfghhjilllgfffyhjjjkkkkmbgffdddfgghjjjmmbvffddfvhhjkmnbhggfdrhjjbbbbjjjjjjjjjjjjhhhvvjklkhjkjm",,,,
Medyo blur yung maliliit na letter dahil sa matte tas mag part na gilid ng screen na nasasakop ng itim na part ng tempered glass,,,,
Ano pa IeexPect ko sa mumurahing Tempered Glass hehehe lupet ng seller nakaKarton pa literal na Karton.. Ako ko Scam Di pla hahaha... Pero ang Ganda ng Product Quality tlga..,,,,
Thank you po. God Bless 🖤,,,,
Salamat maganda mga items at tama po mga orders ko sa uulitin po😍😍😍,,,,
Nakuha ko and order ko maganda sya hindi say madaling madumiha at hindi nadidikitan my pinger print kahit medyo nasa sa pawis split na sulit salamat kay seller salamat shopee👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌,,,,
super legit yong item salamat po in god bless,,,,
nice maganda ang items... thank you seller.... thank you din s courier... order ulit ako sa susunod... more power sa seller...,,,,
Ang bait ni seller super.. ang bilis din mag ship out nag sesend din ng pic. At ang ganda ng product  ♥️♥️♥️♥️♥️♥️♥️,,,,
"Thank you seller
Thank you shoppee 😊",,,,
"NICE PRODUCT IT'LL ABSOLUTELY REACH YOUR EXPECTATIONS ❤️THANKS SELLER ☺️
STAN SEVENTEEN
STAN SEVENTEEN
STAN SEVENTEEN
STAN SEVENTEEN
STAN SEVENTEEN
STAN SEVENTEEN
STAN SEVENTEEN
STAN SEVENTEEN
STAN SEVENTEEN
STAN SEVENTEEN
STAN SEVENTEEN
STAN SEVENTEEN
STAN SEVENTEEN
STAN SEVENTEEN
STAN SEVENTEEN
❤️",,,,
maayos naman pagka install ko kaso lumiit ng kunti yung display ko kasi ang lapad ng black nya sa mga side ng tempered..thank you parin👍,,,,
"Over all ok naman walang kulang kumpleto at walang sira, highly recommend .. responsive din si seller at nag send ng pic bago i ship out .. more power to this shop ❤️",,,,
"Kararating lang nya order po uli ako nextime, salamat sa rider at sa seller,  thankyou",,,,
"It's delivered early, well package and in good condition, fits perfectly on my screen, thank you!!",,,,
Mali binigay nyo 🥴,,,,
maganda sya at fit sa realme c15.maayos packaged salamat sa seller at sa raider.. thank you po.....,,,,
5 star for me 😍 ang ganda at ang kapal maganda din ung lalagyanan safe ma safe 😍 khit kailn tlga never acu binigo ni shoppe kahit mura lang ung mga item nila at ang babait pa ng mga nag dedeliver 😊😍😍 Thank you shoppe 😍😍,,,,
"For C11 yung nabigay sakin. Although pareho lang naman ng interface yung C11 at C15.
Please double check the items. If di na available, please inform the buyer. Thanks.",,,,
Diko ma picturan na kabit ko na kasi sa cp ko wala ako extra cam. Pero all goods legit maganda ang case at protector,,,,
I got it! 😍😍 very nice ang ganda!! packed very well! I will order again! 😍😍💙💙,,,,
Maganda yung packaging kaso walang dust remover,,,,
Well pack thanks seller,,,,
"Nag send pa si sender ng photos ng items before shipment. The items were well packaged. The price is VERY AFFORDABLE. Super bilis ng shipment.

Medyo manipis nga lang yung tempered compared to other brand but it's reasonable coz it's much cheaper kesa sa other shop.

5/5⭐⭐⭐⭐⭐

Thank you Seller!",,,,
Thankyouuu seller! Mabilis ang deliver.. ok lng sa nipis ung temperd good for gaming tlga sya ang smooth nya sa screen.. 👍 well packed dn sya kya sgurado di damaged ddting sa inyo ung temperd ..,,,,
Poor packaging pero maganda at surely di masisira dahil sa pagbalot ng karton. Good job.,,,,
Maganda naman siya. Kaso yung isang order kona case hindi na sunud yung kulay niya imbes na Army Green sana Red naman yung dumating,,,,
"ganda ng quality, di halatang mumurahin. Sana tumagal sya sa cp ko.",,,,
"good item ,fast delivery ,mabait din nagdeliver",,,,
Maayos dumating yung order,,,,
Mahirap ikabit puro bubbles mahrap matangal bubble kaya di ko nagamit hyst sayang pera,,,,
"Nag send si seller ng pic before shipping.
Maganda lahat ng items for it's price.",,,,
Ok naman yung ibang item kaso itong para sa realme6pro may damage ng kaunti pag kinabit mo kitang kita yung line. Sana macheck muna lahat ng items kasi sayang at hassle pag magkaproblema. ✌️♥️,,,,
Parcel came in a very good condition! 👌👍,,,,
👍👍👍,,,,
"Maganda sya, smooth sya gamitin, good for gaming. Super bait din ng seller and nag send ng picture bago iship. Secured din yung parcel, may karton at merong fragile. Thank you seller. 😊",,,,
Mabilis ung shipping dito na kayo bumili bibigyan kayo ng discount nyan,,,,
Good quality and shipped immediately 👍,,,,
Very nice item♥️ mabait rin si seller nagrereply ng maayos sa mga chats at malinaw parin yung front cam niya. 👌🔥,,,,
ang ganda ng tempered tas nayuyupi talaga kaya di madaling mabasag,,,,
Nice nice🔥,,,,
Okay naman diko lang nagustuhan yung packaging naka karton lang sya walang bubble wrap. Nakaka disappoint sana next time mas okay na packaging nyo lalot baka mabasag yung product ,,,,
"Nice ..thank u..........
🙂🙂🙂🙂🙂🙂🙂🙂🙂🙂🙂🙂🙂🙂🙂🙂🙂🙂🙂",,,,
Kumpleto ang items and maganda talaga siya. Ok packaging niya hindi talaga mababasag. Nagsend din si seller ng pic ng item bago i-ship. Surely we will order again. Thank you seller and shopee ,,,,
Gooda na goods,,,,
"No damage and ang bilis nila iship. Thank u so much, murang mura pa kesa sa iba. They deserve a 5 star. Sa susunod ulit. Thank u so much seller! ",,,,
ang ganda sulit na sulit,,,,
"ASTIG MGA LODS, GANDA NG QUALITY 
EXPECT MO LANG NA PARANG MEJO MAG BBLURD SCREEN MO PERO MUCH BETTER NAMAN
SANAYAN NALANG DIN SIGURO
TY SELLER, MURA PA HEHE",,,,
I recommend this shop. Super bait ni seller and guaranteed what you see in the picture is what you get☺️,,,,
nice nice nice,,,,
Complete product pero matagal dumating,,,,
"Maayos naman package ayos din Yung item
Completo naman nice ",,,,
"⭐ for the fact that they sent a picture of the items i ordered. definitely says a lot about their service. 
plus ⭐ for including 'FRAGILE' in the waybill.
another ⭐ for the karton inside para di mayupi yung item.
⭐⭐ for the item itself. perf tempered glass for gaming (sa mga pasmado)",,,,
Complete my order at nagustuhan ng customer Ang quality ng product nYo kac maganda at very affordable pa ang price...5 star po kau sa akin.i order again.,,,,
Ganda at secured na secured talaga... Thank you seller oorder ulit ako💚💚💚💚💚💚,,,,
"Pristine condition yung item. Good quality. Napakamura.
11111515151535262627712526637262626e663626717616171613",,,,
Maganda Naman Pero Ang Tagal,,,,
Di kasya sa realme 7 halatang ginupit ni seller..Tas ang laki ng butas sa camera..Not recomended..tagal pa ng deliver parang international...I dont want to buy again..,,,,
Black yung order ko pero ok na ,,,,
Tamang tama sa cp ng anak q..maganda🥰..excellentang quqlity ,,,,
"Nice package, good job. May karton para di mabasag yung ceramic glass. Surely, secured and shipping. Thanks. ",,,,
NiceeeeeNiceeeeeNiceeeeeNiceeeeeNiceeeee,,,,
"ayos, 2nd order ko na to walang kupas good job seller!!!",,,,
"sobrang ganda ng item worth it ung paghihintay
thank you seller 
ps. nagsend si seller ng pic bgo iship 🤗",,,,
Verry poor packaging!!!,,,,
Wow nice I will order again ,,,,
Order recieved. 😁 Thank you seller. ♥️♥️♥️ Satisfied costumer here 😍😊,,,,
"Di ko na napiktyuran , thankyou seller mabilis dumating at nakabalot tlga yung temperd maayos at di basag na nakarating saken salamat po . I recommend this shop 👌👌",,,,
Ok nman,,,,
The product been shipped right away. Nakakatuwa kasi 200 pesos ang ceramic sa malls and nabili ko lang dito ng 25 pesos. So ayun isinabay ko na din jowa ko. Inggetera yun e. Mabait ang seller. I highly recommend u to order here! ,,,,
🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰,,,,
Nc 👍❤️,,,,
hindi fingerprint-free tong 9D yun lang nmn,,,,
Its working thank you,,,,
Thankyouuuu,,,,
 sobrang safe siya kaya nakarating ng maayos sakin..thank you,,,,
"VERY VERY NICE YUNG MGA PRODUCTS LODS, THANK U.. VERY MUCH SATTISFYING PO.. BILIS DIN NG SHIPPING.. THANK U PO.. ORDER AKO ULIT ❤️❤️👍👍
NXT TIME ULIT",,,,
Ang Ganda ☺️ ang Smooth pa,,,,
Thank you seller!,,,,
Cute,,,,
May gasgas :(( sayang unang try ko panaman mag matte tempered glass tapos ganito. Paki package nalang po ng maayos next time :)),,,,
Tama lahat ng item na inorder ko😁😁 maganda ung tempered glass...order ulit ako sa susunod😁,,,,
Legit Ang Matt nyaa and Ang bilis diiin dumaaateeng huahuahuahuahua Sana tumagal sya at Sana di mabasag agad Ang mura den nya Kase Kung sa iba ka bibili 100 😭😭,,,,
"Got it super ganda ng tempered ang nag sesend c  ng pic before ship thank u so much po......
....order again order again......",,,,
"ANG GANDA NG PRODUCTS GUMAGANA DIN YUNG INPODS AT CHARGER, WELLPACKAGE PA. THANK YOU PO!!!",,,,
All items are in good condition.. good  quality products.. This is my 3rd order and I'm always satisfied with their products. Thank you!,,,,
Bilis dumating ng order ko medyo na sad lang ako kasi yung ceramic tempered may scratch unti. Pero okay lang mura lang naman. Thank you seller sana mag patuloy ang maganda nyong serbisyo sa mga mamimili. Good luck btw. Subrang dami ng bubble wrap HAHAHA nag e enjoy akong laruan yun HAHAHAHA ,,,,
2nd time na ko nagorder dito ALL GOODS TALAGA BUY NA DIN KAYO DI KAYO MAGSISISI❤️❤️❤️❤️,,,,
Hndi po sakto ung isang tempered sa oppo a5 2020 pero all goods naman po ang items makinis at nakabalot pa ito ng carton,,,,
K salamat,,,,
pasensya na po di ko na picturan 😅 pero good po yung tempered walang basag 😊salamat,,,,
Nice iiidolo,,,,
"✔️Very responsive seller
✔️Nice product
✔️Sulit n sulit ang payment nio dito..
✔️Quality ang product nila khit cheap ang price..
Sana tumagal pa..
Salamat seller, Salamat shoppe ❤️",,,,
Nakabalot ng karton hahahah ang gandaa nya. Will definitely order again. Very accommodating ❤️✨,,,,
thwankyouuukaoaowowjebsnakqowiwiwjwhbedbbdhwjwiwiwiwiwiwikwkwkwkwkqkwoqkkqkqkqkqkqkwkwkwkkwkwkwkwkwkkwkwkwk,,,,
BILHIN NYO NAA  SABIHIN KO SA INYO LEGIT FULL SCREEN TAS MATTE YUNG TEXTURE YUN LNG WILL BUY AGAIN FOR SURE🤣🤣🤣🤣,,,,
seller send image before shipping the items. Matagal lang yung delivery kahit na J&T express. hindi pantay yung tempered glass pero nagamit din naman ng maayos at totoo yung claim na hindi sya mababasag agad.  thanks,,,,
basag basag pag open ko di pa ko nirereplyan ni seller:<,,,,
ok sya balot na balot with sign fragile. thanks seller,,,,
Key namn siya kaso akala ko makapal di pala,,,,
Ganda,,,,
